id,regiaosigla,estadosigla,municipio,revenda,cnpjrevenda,produto,datacoleta,valorvenda,valorcompra,unidademedida,bandeira
751,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,ETANOL,11/04/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
752,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,ETANOL,13/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
753,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,ETANOL,17/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
754,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,ETANOL,25/03/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
755,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,ETANOL,25/04/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
756,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,ETANOL,29/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
757,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,ETANOL,29/04/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
758,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,GASOLINA,11/04/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
759,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,GASOLINA,13/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
760,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,GASOLINA,17/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
761,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,GASOLINA,25/03/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
762,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,GASOLINA,25/04/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
763,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,GASOLINA,29/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
764,CO,DF,BRASILIA,AUTO POSTO ORIGINALBRASILIA 414 DERIVADOS DE PETRÓLEO LTDA,20638500000000,GASOLINA,29/04/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
765,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,DIESEL S10,08/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
766,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,DIESEL S10,11/02/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
767,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,DIESEL S10,23/01/2019,4,3,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
768,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,ETANOL,08/01/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
769,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,ETANOL,11/02/2019,3,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
770,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,ETANOL,23/01/2019,3,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
771,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,GASOLINA,08/01/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
772,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,GASOLINA,11/02/2019,4,4,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
773,CO,DF,BRASILIA,AUTO POSTO PETER PAN 01 LTDA,5000680000000,GASOLINA,23/01/2019,4,0,R$ / litro,PETROBRAS DISTRIBUIDORA S.A.
774,CO,DF,BRASILIA,AUTO POSTO QS 09 EIRELI,5959930000000,DIESEL S10,20/02/2019,4,0,R$ / litro,RAIZEN
775,CO,DF,BRASILIA,AUTO POSTO QS 09 EIRELI,5959930000000,ETANOL,20/02/2019,3,0,R$ / litro,RAIZEN
776,CO,DF,BRASILIA,AUTO POSTO QS 09 EIRELI,5959930000000,GASOLINA,20/02/2019,4,0,R$ / litro,RAIZEN
777,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,02/01/2019,4,3,R$ / litro,IPIRANGA
778,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,02/04/2019,4,3,R$ / litro,IPIRANGA
779,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,05/06/2019,4,0,R$ / litro,IPIRANGA
780,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,08/03/2019,4,4,R$ / litro,IPIRANGA
781,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,09/05/2019,4,0,R$ / litro,IPIRANGA
782,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,11/04/2019,4,0,R$ / litro,IPIRANGA
783,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,13/03/2019,4,4,R$ / litro,IPIRANGA
784,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,15/05/2019,4,3,R$ / litro,IPIRANGA
785,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,17/04/2019,4,3,R$ / litro,IPIRANGA
786,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,18/06/2019,4,0,R$ / litro,IPIRANGA
787,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,20/02/2019,4,3,R$ / litro,IPIRANGA
788,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,20/03/2019,4,4,R$ / litro,IPIRANGA
789,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,23/05/2019,4,3,R$ / litro,IPIRANGA
790,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,24/06/2019,4,0,R$ / litro,IPIRANGA
791,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,25/03/2019,4,0,R$ / litro,IPIRANGA
792,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,26/02/2019,4,4,R$ / litro,IPIRANGA
793,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,28/05/2019,4,0,R$ / litro,IPIRANGA
794,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,29/01/2019,4,3,R$ / litro,IPIRANGA
795,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL,29/04/2019,4,0,R$ / litro,IPIRANGA
796,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,02/01/2019,4,4,R$ / litro,IPIRANGA
797,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,02/04/2019,4,4,R$ / litro,IPIRANGA
798,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,05/06/2019,4,0,R$ / litro,IPIRANGA
799,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,08/03/2019,4,4,R$ / litro,IPIRANGA
800,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,09/05/2019,4,0,R$ / litro,IPIRANGA
801,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,11/04/2019,4,0,R$ / litro,IPIRANGA
802,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,13/03/2019,4,4,R$ / litro,IPIRANGA
803,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,15/05/2019,4,3,R$ / litro,IPIRANGA
804,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,17/04/2019,4,3,R$ / litro,IPIRANGA
805,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,18/06/2019,4,0,R$ / litro,IPIRANGA
806,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,20/02/2019,4,4,R$ / litro,IPIRANGA
807,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,20/03/2019,4,4,R$ / litro,IPIRANGA
808,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,23/05/2019,4,3,R$ / litro,IPIRANGA
809,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,24/06/2019,4,0,R$ / litro,IPIRANGA
810,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,25/03/2019,4,0,R$ / litro,IPIRANGA
811,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,26/02/2019,4,4,R$ / litro,IPIRANGA
812,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,28/05/2019,4,0,R$ / litro,IPIRANGA
813,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,29/01/2019,4,4,R$ / litro,IPIRANGA
814,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,DIESEL S10,29/04/2019,4,0,R$ / litro,IPIRANGA
815,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,02/01/2019,3,3,R$ / litro,IPIRANGA
816,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,02/04/2019,4,3,R$ / litro,IPIRANGA
817,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,05/06/2019,4,0,R$ / litro,IPIRANGA
818,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,08/03/2019,3,3,R$ / litro,IPIRANGA
819,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,09/05/2019,4,0,R$ / litro,IPIRANGA
820,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,11/04/2019,3,0,R$ / litro,IPIRANGA
821,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,13/03/2019,3,3,R$ / litro,IPIRANGA
822,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,15/05/2019,4,3,R$ / litro,IPIRANGA
823,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,17/04/2019,4,3,R$ / litro,IPIRANGA
824,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,18/06/2019,4,0,R$ / litro,IPIRANGA
825,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,20/02/2019,3,3,R$ / litro,IPIRANGA
826,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,20/03/2019,4,3,R$ / litro,IPIRANGA
827,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,23/05/2019,4,3,R$ / litro,IPIRANGA
828,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,24/06/2019,4,0,R$ / litro,IPIRANGA
829,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,25/03/2019,3,0,R$ / litro,IPIRANGA
830,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,26/02/2019,3,3,R$ / litro,IPIRANGA
831,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,28/05/2019,4,0,R$ / litro,IPIRANGA
832,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,29/01/2019,3,3,R$ / litro,IPIRANGA
833,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,ETANOL,29/04/2019,4,0,R$ / litro,IPIRANGA
834,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,02/01/2019,4,4,R$ / litro,IPIRANGA
835,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,02/04/2019,5,4,R$ / litro,IPIRANGA
836,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,05/06/2019,5,0,R$ / litro,IPIRANGA
837,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,08/03/2019,4,4,R$ / litro,IPIRANGA
838,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,09/05/2019,5,0,R$ / litro,IPIRANGA
839,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,11/04/2019,4,0,R$ / litro,IPIRANGA
840,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,13/03/2019,4,4,R$ / litro,IPIRANGA
841,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,15/05/2019,5,4,R$ / litro,IPIRANGA
842,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,17/04/2019,5,4,R$ / litro,IPIRANGA
843,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,18/06/2019,5,0,R$ / litro,IPIRANGA
844,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,20/02/2019,4,4,R$ / litro,IPIRANGA
845,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,20/03/2019,5,4,R$ / litro,IPIRANGA
846,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,23/05/2019,5,4,R$ / litro,IPIRANGA
847,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,24/06/2019,5,0,R$ / litro,IPIRANGA
848,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,25/03/2019,4,0,R$ / litro,IPIRANGA
849,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,26/02/2019,4,4,R$ / litro,IPIRANGA
850,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,28/05/2019,5,0,R$ / litro,IPIRANGA
851,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,29/01/2019,4,4,R$ / litro,IPIRANGA
852,CO,DF,BRASILIA,AUTO POSTO RAMALHO LTDA.,1276760000000,GASOLINA,29/04/2019,5,0,R$ / litro,IPIRANGA
853,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,02/01/2019,4,0,R$ / litro,BRANCA
854,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,05/06/2019,3,0,R$ / litro,BRANCA
855,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,08/05/2019,3,3,R$ / litro,BRANCA
856,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,10/04/2019,3,0,R$ / litro,BRANCA
857,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,11/06/2019,3,0,R$ / litro,BRANCA
858,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,13/03/2019,3,0,R$ / litro,BRANCA
859,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,14/05/2019,3,3,R$ / litro,BRANCA
860,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,17/01/2019,3,0,R$ / litro,BRANCA
861,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,18/06/2019,3,0,R$ / litro,BRANCA
862,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,23/05/2019,3,0,R$ / litro,BRANCA
863,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,25/03/2019,3,0,R$ / litro,BRANCA
864,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,25/04/2019,3,0,R$ / litro,BRANCA
865,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,25/06/2019,3,3,R$ / litro,BRANCA
866,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,26/02/2019,3,0,R$ / litro,BRANCA
867,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,28/05/2019,3,3,R$ / litro,BRANCA
868,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,DIESEL,29/01/2019,3,0,R$ / litro,BRANCA
869,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,02/01/2019,3,0,R$ / litro,BRANCA
870,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,05/06/2019,3,0,R$ / litro,BRANCA
871,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,08/05/2019,3,3,R$ / litro,BRANCA
872,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,10/04/2019,3,0,R$ / litro,BRANCA
873,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,11/06/2019,3,3,R$ / litro,BRANCA
874,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,13/03/2019,3,0,R$ / litro,BRANCA
875,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,14/05/2019,3,3,R$ / litro,BRANCA
876,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,17/01/2019,3,0,R$ / litro,BRANCA
877,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,18/06/2019,3,0,R$ / litro,BRANCA
878,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,23/05/2019,3,3,R$ / litro,BRANCA
879,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,25/03/2019,3,0,R$ / litro,BRANCA
880,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,25/04/2019,3,0,R$ / litro,BRANCA
881,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,25/06/2019,3,3,R$ / litro,BRANCA
882,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,26/02/2019,3,0,R$ / litro,BRANCA
883,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,28/05/2019,3,3,R$ / litro,BRANCA
884,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,ETANOL,29/01/2019,3,0,R$ / litro,BRANCA
885,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,02/01/2019,4,0,R$ / litro,BRANCA
886,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,05/06/2019,4,0,R$ / litro,BRANCA
887,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,08/05/2019,4,4,R$ / litro,BRANCA
888,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,10/04/2019,4,0,R$ / litro,BRANCA
889,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,11/06/2019,4,4,R$ / litro,BRANCA
890,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,13/03/2019,4,0,R$ / litro,BRANCA
891,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,14/05/2019,4,4,R$ / litro,BRANCA
892,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,17/01/2019,4,0,R$ / litro,BRANCA
893,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,18/06/2019,4,0,R$ / litro,BRANCA
894,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,23/05/2019,4,4,R$ / litro,BRANCA
895,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,25/03/2019,4,0,R$ / litro,BRANCA
896,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,25/04/2019,4,0,R$ / litro,BRANCA
897,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,25/06/2019,4,4,R$ / litro,BRANCA
898,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,26/02/2019,4,0,R$ / litro,BRANCA
899,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,28/05/2019,4,4,R$ / litro,BRANCA
900,CO,DF,BRASILIA,AUTO POSTO RIBEIRO LTDA.,4814020000000,GASOLINA,29/01/2019,4,0,R$ / litro,BRANCA
901,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,02/01/2019,4,0,R$ / litro,RAIZEN
902,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,05/03/2019,4,0,R$ / litro,RAIZEN
903,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,08/01/2019,4,0,R$ / litro,RAIZEN
904,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,09/05/2019,4,0,R$ / litro,RAIZEN
905,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,11/04/2019,4,0,R$ / litro,RAIZEN
906,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,11/06/2019,4,0,R$ / litro,RAIZEN
907,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,13/03/2019,4,0,R$ / litro,RAIZEN
908,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,14/05/2019,4,3,R$ / litro,RAIZEN
909,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,16/01/2019,3,3,R$ / litro,RAIZEN
910,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,23/01/2019,3,0,R$ / litro,RAIZEN
911,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,25/03/2019,4,0,R$ / litro,RAIZEN
912,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,25/04/2019,4,0,R$ / litro,RAIZEN
913,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,26/02/2019,4,0,R$ / litro,RAIZEN
914,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,29/01/2019,4,0,R$ / litro,RAIZEN
915,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL,29/04/2019,4,0,R$ / litro,RAIZEN
916,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,02/01/2019,4,0,R$ / litro,RAIZEN
917,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,05/03/2019,4,0,R$ / litro,RAIZEN
918,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,08/01/2019,4,0,R$ / litro,RAIZEN
919,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,09/05/2019,4,0,R$ / litro,RAIZEN
920,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,11/04/2019,4,0,R$ / litro,RAIZEN
921,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,11/06/2019,4,0,R$ / litro,RAIZEN
922,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,13/03/2019,4,0,R$ / litro,RAIZEN
923,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,14/05/2019,4,3,R$ / litro,RAIZEN
924,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,16/01/2019,4,3,R$ / litro,RAIZEN
925,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,23/01/2019,4,0,R$ / litro,RAIZEN
926,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,25/03/2019,4,0,R$ / litro,RAIZEN
927,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,25/04/2019,4,0,R$ / litro,RAIZEN
928,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,26/02/2019,4,0,R$ / litro,RAIZEN
929,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,29/01/2019,4,0,R$ / litro,RAIZEN
930,CO,DF,BRASILIA,AUTO POSTO SAO MARCOS LTDA,72587100000000,DIESEL S10,29/04/2019,4,3,R$ / litro,RAIZEN
